CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Date,Time,PoluutionLevel
0,0.679901961,0,0.352,0.614724481,0,0.261274693,0,0.696216216,0.596512089,0.493,0.392,0.407,4/22/2004,20.00.00,0
0,0.567647059,0,0.212,0.496838302,0,0.311218785,0,0.597837838,0.479984146,0.453,0.422,0.392,4/22/2004,21.00.00,0
0,0.494607843,0,0.129,0.409665763,0,0.3660082,0,0.528288288,0.345620293,0.433,0.437,0.384,4/22/2004,22.00.00,0
0,0.502941176,0,0.122,0.401987353,0,0.363771897,0,0.528648649,0.338882283,0.401,0.493,0.397,4/22/2004,23.00.00,0
0,0.548529412,0,0.157,0.442186089,0,0.325382035,0,0.574054054,0.46373365,0.386,0.54,0.418,4/23/2004,00.00.00,0
0,0.490196078,0,0.104,0.378952123,0,0.357062989,0,0.528648649,0.405866033,0.365,0.56,0.411,4/23/2004,01.00.00,0
0,0.424509804,0,0.053,0.304878049,0,0.430488259,0,0.481801802,0.333333333,0.374,0.524,0.393,4/23/2004,02.00.00,0
0,0.415686275,0,0.044,0.2899729,0,0.448005963,0,0.477477477,0.301228696,0.327,0.598,0.394,4/23/2004,03.00.00,0
0,0.41372549,0,0.036,0.274616079,0,0.452105852,0,0.473513514,0.318271899,0.316,0.608,0.387,4/23/2004,04.00.00,0
0.05,0.417647059,0.038687973,0.046,0.291779584,0.04,0.44204249,0.174,0.476036036,0.314308363,0.318,0.589,0.377,4/23/2004,05.00.00,0
0.067,0.45245098,0.047098402,0.077,0.341915086,0.049,0.387998509,0.197,0.510990991,0.359096314,0.321,0.625,0.403,4/23/2004,06.00.00,0
0.336,0.730392157,0.380151388,0.355,0.617886179,0.165,0.233693627,0.279,0.763603604,0.610780816,0.314,0.654,0.412,4/23/2004,07.00.00,0
0.471,0.814705882,0.740117746,0.488,0.711833785,0.237,0.194931047,0.362,0.870990991,0.737613952,0.345,0.601,0.416,4/23/2004,08.00.00,1
0.42,0.76127451,0.638351556,0.347,0.611562782,0.242,0.231457324,0.418,0.731531532,0.751089972,0.428,0.475,0.414,4/23/2004,09.00.00,1
0.269,0.69754902,0.3313709,0.287,0.563233966,0.166,0.263138278,0.418,0.68,0.667459374,0.531,0.349,0.402,4/23/2004,10.00.00,1
0.319,0.714705882,0.537426409,0.345,0.609756098,0.162,0.252329482,0.497,0.701621622,0.68608799,0.603,0.29,0.401,4/23/2004,11.00.00,1
0.277,0.66127451,0.455004205,0.316,0.586720867,0.121,0.271338054,0.418,0.662342342,0.555687673,0.666,0.232,0.38,4/23/2004,12.00.00,1
0.252,0.65,0.393608074,0.297,0.571364047,0.108,0.282146851,0.4,0.661261261,0.49385652,0.655,0.242,0.384,4/23/2004,13.00.00,1
0.269,0.664705882,0.406223717,0.323,0.592592593,0.118,0.271710772,0.432,0.672072072,0.531906461,0.664,0.227,0.367,4/23/2004,14.00.00,1
0.37,0.715686275,0.573591253,0.397,0.649503162,0.176,0.253447633,0.576,0.703783784,0.590170432,0.673,0.219,0.363,4/23/2004,15.00.00,2
0.387,0.733823529,0.587047939,0.405,0.654471545,0.19,0.253074916,0.547,0.715315315,0.607213635,0.661,0.227,0.365,4/23/2004,16.00.00,1
0.437,0.806372549,0.699747687,0.48,0.707317073,0.192,0.223257548,0.521,0.802882883,0.756638922,0.605,0.302,0.421,4/23/2004,17.00.00,1
0.403,0.763235294,0.733389403,0.425,0.669828365,0.169,0.229221021,0.482,0.752072072,0.696393183,0.558,0.347,0.428,4/23/2004,18.00.00,1
0.471,0.856372549,0.756097561,0.51,0.726287263,0.19,0.207603429,0.474,0.841441441,0.785969084,0.518,0.414,0.459,4/23/2004,19.00.00,1
0.387,0.726470588,0.582001682,0.327,0.595754291,0.156,0.245993291,0.429,0.711711712,0.674990091,0.482,0.46,0.463,4/23/2004,20.00.00,1
0.151,0.593627451,0.12195122,0.171,0.456187895,0.066,0.30413716,0.288,0.583423423,0.49385652,0.46,0.468,0.442,4/23/2004,21.00.00,0
0.185,0.634313725,0.174936922,0.204,0.489159892,0.082,0.286992173,0.318,0.607927928,0.523583036,0.43,0.506,0.443,4/23/2004,22.00.00,0
0.168,0.637254902,0.17157275,0.185,0.471093044,0.074,0.289601193,0.315,0.597837838,0.544986128,0.422,0.538,0.458,4/23/2004,23.00.00,0
0.235,0.687254902,0.201850294,0.21,0.495934959,0.109,0.274319791,0.332,0.623063063,0.577090765,0.408,0.56,0.461,4/24/2004,00.00.00,0
0.218,0.66127451,0.211101766,0.21,0.495483288,0.1,0.263510995,0.294,0.635315315,0.571541815,0.361,0.647,0.468,4/24/2004,01.00.00,0
0.151,0.569117647,0.145500421,0.141,0.42366757,0.074,0.308237048,0.256,0.575495495,0.492667459,0.365,0.623,0.456,4/24/2004,02.00.00,0
0.092,0.500980392,0.095037847,0.091,0.362240289,0,0.341408871,0,0.533693694,0.427269124,0.352,0.604,0.425,4/24/2004,03.00.00,0
0,0.464705882,0.046257359,0.06,0.316169828,0.03,0.389489378,0.176,0.515315315,0.372175981,0.379,0.561,0.426,4/24/2004,04.00.00,0
0.059,0.457352941,0.054667788,0.058,0.314814815,0.048,0.389489378,0.191,0.505585586,0.371383274,0.332,0.651,0.432,4/24/2004,05.00.00,0
0.076,0.500490196,0.100084104,0.089,0.361336947,0.051,0.346999627,0.188,0.534414414,0.403884265,0.314,0.673,0.426,4/24/2004,06.00.00,0
0.126,0.555882353,0.126997477,0.157,0.442186089,0.072,0.295937384,0.215,0.590630631,0.451843044,0.327,0.64,0.421,4/24/2004,07.00.00,0
0.21,0.642647059,0.256518082,0.235,0.518066847,0.112,0.25382035,0.253,0.662342342,0.535473642,0.374,0.585,0.439,4/24/2004,08.00.00,0
0.252,0.690686275,0.349032801,0.245,0.528003613,0.127,0.255311219,0.309,0.675315315,0.578279826,0.448,0.507,0.466,4/24/2004,09.00.00,0
0.218,0.637745098,0.269974769,0.193,0.478319783,0.109,0.293328364,0.315,0.622342342,0.514070551,0.536,0.38,0.441,4/24/2004,10.00.00,0
0.218,0.66372549,0.301093356,0.226,0.510388437,0.094,0.285128587,0.335,0.651531532,0.51169243,0.601,0.333,0.458,4/24/2004,11.00.00,0
0.218,0.681862745,0.294365013,0.229,0.513098464,0.091,0.275065225,0.309,0.663063063,0.513674197,0.61,0.365,0.515,4/24/2004,12.00.00,0
0.16,0.588235294,0.200168209,0.137,0.419602529,0.057,0.327618338,0.218,0.584864865,0.385255648,0.603,0.362,0.503,4/24/2004,13.00.00,0
0.168,0.655882353,0.180824222,0.173,0.458897922,0.066,0.297428252,0.279,0.636396396,0.473246136,0.545,0.471,0.563,4/24/2004,14.00.00,0
0.143,0.599509804,0.161480235,0.141,0.42366757,0.062,0.329481923,0.262,0.58018018,0.348791122,0.574,0.406,0.521,4/24/2004,15.00.00,0
0.16,0.626470588,0.172413793,0.168,0.453026197,0.067,0.314945956,0.279,0.609369369,0.360285375,0.605,0.359,0.501,4/24/2004,16.00.00,0
0.151,0.616176471,0.138772077,0.155,0.439476061,0.061,0.320536713,0.274,0.588828829,0.332540626,0.617,0.356,0.512,4/24/2004,17.00.00,0
0.235,0.733823529,0.238015139,0.246,0.528906956,0.099,0.270219903,0.362,0.684324324,0.494649227,0.558,0.43,0.531,4/24/2004,18.00.00,0
0.294,0.768137255,0.392767031,0.305,0.578139115,0.12,0.246366008,0.394,0.70990991,0.585017836,0.525,0.448,0.506,4/24/2004,19.00.00,1
0.286,0.736764706,0.407905803,0.264,0.543360434,0.11,0.242638837,0.371,0.671351351,0.595323028,0.475,0.573,0.566,4/24/2004,20.00.00,0
0.168,0.573039216,0.169890664,0.107,0.383920506,0.059,0.3376817,0.232,0.570810811,0.346016647,0.35,0.829,0.58,4/24/2004,21.00.00,0
0.092,0.493627451,0.053826745,0.047,0.293586269,0.036,0.431233694,0.159,0.505945946,0.209274673,0.289,0.899,0.528,4/24/2004,22.00.00,0
0.109,0.492156863,0.059714045,0.05,0.301264679,0.046,0.431233694,0.203,0.491891892,0.195005945,0.258,0.867,0.468,4/24/2004,23.00.00,0
0.101,0.474019608,0.070647603,0.049,0.298554652,0.041,0.440178904,0.197,0.476036036,0.183511692,0.274,0.753,0.424,4/25/2004,00.00.00,0
0.109,0.482352941,0.058873003,0.061,0.319331527,0.048,0.421543049,0.215,0.48972973,0.195798652,0.278,0.723,0.413,4/25/2004,01.00.00,0
0.084,0.456372549,0.051303616,0.057,0.311201445,0.043,0.432724562,0.215,0.474594595,0.199365834,0.285,0.662,0.386,4/25/2004,02.00.00,0
0.109,0.473529412,0.077375946,0.071,0.332881662,0,0.403652628,0,0.491171171,0.230281411,0.283,0.661,0.382,4/25/2004,03.00.00,0
0,0.380882353,0.033641716,0.019,0.235320687,0.016,0.57212076,0.097,0.403963964,0.138723742,0.28,0.577,0.33,4/25/2004,04.00.00,0
0.025,0.374019608,0.016820858,0.011,0.212737127,0.009,0.664554603,0.059,0.395675676,0.120887832,0.28,0.574,0.329,4/25/2004,05.00.00,0
0.042,0.394117647,0.02607233,0.017,0.228093948,0.023,0.640327991,0.109,0.413693694,0.130400317,0.287,0.556,0.327,4/25/2004,06.00.00,0
0.05,0.406862745,0.034482759,0.022,0.241644083,0.028,0.557584793,0.147,0.426666667,0.14863258,0.303,0.548,0.336,4/25/2004,07.00.00,0
0.05,0.408333333,0.033641716,0.025,0.249774164,0.027,0.550130451,0.132,0.425225225,0.147839873,0.323,0.517,0.335,4/25/2004,08.00.00,0
0.067,0.428921569,0.029436501,0.036,0.272357724,0.032,0.510622438,0.141,0.434594595,0.152596116,0.339,0.495,0.336,4/25/2004,09.00.00,0
0.084,0.432352941,0.037005887,0.039,0.280487805,0.041,0.501677227,0.165,0.438198198,0.15973048,0.372,0.435,0.325,4/25/2004,10.00.00,0
0.076,0.42254902,0.059714045,0.042,0.286811201,0.039,0.491986582,0.171,0.42990991,0.155766944,0.386,0.395,0.304,4/25/2004,11.00.00,0
0.084,0.423039216,0.055508831,0.042,0.287262873,0.039,0.480805069,0.153,0.427027027,0.153785176,0.39,0.382,0.299,4/25/2004,12.00.00,0
0.067,0.406862745,0.038687973,0.035,0.269196025,0.037,0.517704063,0.153,0.412612613,0.147047166,0.401,0.346,0.279,4/25/2004,13.00.00,0
0.059,0.395588235,0.042052145,0.031,0.263775971,0.028,0.554603056,0.129,0.397837838,0.137534681,0.41,0.307,0.255,4/25/2004,14.00.00,0
0.076,0.427941176,0.042893188,0.053,0.304878049,0.039,0.500559076,0.174,0.425585586,0.156956005,0.435,0.29,0.257,4/25/2004,15.00.00,0
0.109,0.456372549,0.053826745,0.071,0.333785005,0.056,0.474841595,0.218,0.439279279,0.187871581,0.453,0.272,0.252,4/25/2004,16.00.00,0
0.118,0.45,0.116063919,0.074,0.337850045,0.055,0.457696608,0.224,0.439279279,0.200158541,0.439,0.281,0.252,4/25/2004,17.00.00,0
0.126,0.490686275,0.115222876,0.094,0.36630533,0.066,0.418188595,0.244,0.484324324,0.247720967,0.415,0.313,0.262,4/25/2004,18.00.00,0
0.227,0.573039216,0.254835997,0.184,0.46928636,0.084,0.329109206,0.294,0.558558559,0.372968688,0.399,0.342,0.275,4/25/2004,19.00.00,0
0.21,0.531862745,0.17157275,0.129,0.409665763,0.09,0.363771897,0.297,0.511351351,0.353943718,0.372,0.383,0.285,4/25/2004,20.00.00,0
0.118,0.460784314,0.079899075,0.08,0.34733514,0.068,0.41110697,0.265,0.472072072,0.289734443,0.348,0.417,0.289,4/25/2004,21.00.00,0
0.235,0.551960784,0.291841884,0.204,0.489159892,0.078,0.326127469,0.274,0.596036036,0.378517638,0.332,0.445,0.296,4/25/2004,22.00.00,0
0.176,0.479411765,0.211942809,0.11,0.387533875,0.069,0.37756243,0.232,0.496936937,0.30162505,0.325,0.474,0.309,4/25/2004,23.00.00,0
0.092,0.437745098,0.055508831,0.061,0.317524842,0.037,0.444278792,0.168,0.462342342,0.204122077,0.316,0.506,0.323,4/26/2004,00.00.00,0
0.059,0.410784314,0.03784693,0.035,0.271454381,0.022,0.507267984,0.126,0.43963964,0.17201744,0.318,0.513,0.329,4/26/2004,01.00.00,0
0.034,0.393627451,0.030277544,0.02,0.238030714,0.011,0.563920984,0.074,0.415135135,0.146254459,0.316,0.511,0.325,4/26/2004,02.00.00,0
0.025,0.379901961,0.021867115,0.013,0.215447154,0,0.641818859,0,0.401801802,0.132778438,0.314,0.499,0.316,4/26/2004,03.00.00,0
0,0.375980392,0.014297729,0.009,0.205058717,0.007,0.680581439,0.05,0.393153153,0.126436782,0.316,0.485,0.309,4/26/2004,04.00.00,0
0.034,0.396568627,0.017661901,0.019,0.235320687,0.024,0.587029445,0.129,0.417297297,0.149821641,0.312,0.495,0.31,4/26/2004,05.00.00,0
0.067,0.440196078,0.050462574,0.053,0.30532972,0.047,0.473723444,0.212,0.470990991,0.204914784,0.314,0.494,0.312,4/26/2004,06.00.00,0
0.16,0.516176471,0.130361648,0.118,0.397470641,0.078,0.3660082,0.268,0.527567568,0.311533888,0.323,0.492,0.319,4/26/2004,07.00.00,0
0.176,0.506372549,0.19764508,0.14,0.421860885,0.091,0.341781588,0.262,0.536936937,0.334522394,0.336,0.47,0.318,4/26/2004,08.00.00,0
0.118,0.46127451,0.074852817,0.083,0.352303523,0.076,0.402534476,0.247,0.483963964,0.285374554,0.365,0.433,0.316,4/26/2004,09.00.00,0
0.118,0.46127451,0.06391926,0.085,0.353206865,0.074,0.410734253,0.244,0.478558559,0.26476417,0.41,0.364,0.303,4/26/2004,10.00.00,0
0.109,0.449509804,0.084945332,0.082,0.348690154,0.066,0.409243384,0.229,0.472432432,0.239793896,0.422,0.357,0.306,4/26/2004,11.00.00,0
0.126,0.478921569,0.091673675,0.104,0.37804878,0.065,0.386880358,0.235,0.509189189,0.256044392,0.439,0.348,0.312,4/26/2004,12.00.00,0
0.134,0.487254902,0.120269134,0.108,0.384372177,0.064,0.379426016,0.221,0.517477477,0.25366627,0.453,0.346,0.322,4/26/2004,13.00.00,0
0.109,0.461764706,0.087468461,0.085,0.354561879,0.058,0.39694372,0.226,0.491891892,0.226317876,0.442,0.366,0.332,4/26/2004,14.00.00,0
0.118,0.480882353,0.08999159,0.094,0.365853659,0.058,0.395080134,0.226,0.502702703,0.239793896,0.464,0.356,0.341,4/26/2004,15.00.00,0
0.126,0.482352941,0.111858705,0.1,0.375790425,0.062,0.385389489,0.238,0.508108108,0.252080856,0.448,0.369,0.338,4/26/2004,16.00.00,0
0.185,0.547058824,0.143818335,0.168,0.453026197,0.08,0.322027581,0.297,0.585585586,0.351169243,0.417,0.399,0.338,4/26/2004,17.00.00,0
0.269,0.578921569,0.340622372,0.218,0.503161698,0.099,0.293328364,0.35,0.607207207,0.409036861,0.41,0.405,0.336,4/26/2004,18.00.00,0
0.252,0.570098039,0.280908326,0.196,0.482384824,0.091,0.302273574,0.326,0.582342342,0.387237416,0.399,0.423,0.339,4/26/2004,19.00.00,0
0.218,0.529901961,0.198486123,0.146,0.429087624,0.084,0.338054417,0.321,0.539099099,0.366230678,0.388,0.437,0.34,4/26/2004,20.00.00,0
0.134,0.498529412,0.083263246,0.105,0.380307136,0.06,0.372717108,0.297,0.519279279,0.335315101,0.388,0.437,0.341,4/26/2004,21.00.00,0
0.126,0.473529412,0.078216989,0.083,0.351400181,0.053,0.393961983,0.262,0.48972973,0.299246928,0.368,0.46,0.338,4/26/2004,22.00.00,0
0.101,0.452941176,0.068965517,0.063,0.320234869,0.043,0.431606411,0.221,0.474954955,0.241775664,0.359,0.467,0.336,4/26/2004,23.00.00,0
0.067,0.422058824,0.042893188,0.035,0.271454381,0.026,0.503540813,0.15,0.441441441,0.173999207,0.345,0.485,0.335,4/27/2004,00.00.00,0
0.059,0.404901961,0.034482759,0.027,0.252935863,0.017,0.530749161,0.115,0.431351351,0.159334126,0.352,0.479,0.338,4/27/2004,01.00.00,0
0.042,0.414705882,0.02607233,0.025,0.251580849,0.013,0.516213194,0.094,0.436756757,0.16091954,0.35,0.489,0.343,4/27/2004,02.00.00,0
0.042,0.412745098,0.034482759,0.024,0.246160795,0,0.530376444,0,0.441081081,0.168053904,0.341,0.516,0.352,4/27/2004,03.00.00,0
0,0.445588235,0.034482759,0.039,0.27868112,0.023,0.460678345,0.144,0.469189189,0.221165279,0.33,0.563,0.371,4/27/2004,04.00.00,0
0.059,0.455882353,0.03195963,0.052,0.302619693,0.039,0.426015654,0.2,0.482522523,0.295679746,0.348,0.533,0.371,4/27/2004,05.00.00,0
0.118,0.549019608,0.093355761,0.14,0.422312556,0.076,0.314200522,0.224,0.574054054,0.446294094,0.323,0.599,0.389,4/27/2004,06.00.00,0
0.345,0.744117647,0.49116905,0.367,0.627371274,0.212,0.219530376,0.359,0.757117117,0.674990091,0.357,0.547,0.39,4/27/2004,07.00.00,1
0.387,0.716176471,0.532380151,0.374,0.631436314,0.162,0.234811778,0.379,0.738738739,0.645263575,0.406,0.454,0.372,4/27/2004,08.00.00,0
0.16,0.526960784,0.12195122,0.124,0.40469738,0.087,0.349608647,0.276,0.535855856,0.37098692,0.439,0.405,0.363,4/27/2004,09.00.00,0
0.16,0.520098039,0.130361648,0.129,0.410117435,0.095,0.36079016,0.291,0.524324324,0.352754657,0.511,0.328,0.357,4/27/2004,10.00.00,0
0.143,0.52254902,0.10765349,0.138,0.420505872,0.08,0.364890048,0.238,0.531171171,0.300039635,0.556,0.285,0.349,4/27/2004,11.00.00,0
0.202,0.577941176,0.214465938,0.229,0.513550136,0.089,0.308982482,0.256,0.594954955,0.376139516,0.61,0.248,0.349,4/27/2004,12.00.00,0
0.252,0.613235294,0.345668629,0.283,0.559168925,0.101,0.288110324,0.315,0.641081081,0.439556084,0.632,0.23,0.344,4/27/2004,13.00.00,0
0.168,0.549019608,0.145500421,0.188,0.4733514,0.082,0.334699963,0.279,0.562162162,0.344827586,0.57,0.273,0.346,4/27/2004,14.00.00,0
0.227,0.581862745,0.232968881,0.232,0.515808491,0.101,0.31308237,0.324,0.594954955,0.400713436,0.576,0.268,0.347,4/27/2004,15.00.00,0
0.185,0.56127451,0.217830109,0.196,0.481481481,0.081,0.336563548,0.291,0.573693694,0.350772889,0.61,0.249,0.35,4/27/2004,16.00.00,0
0.244,0.595588235,0.230445753,0.243,0.525745257,0.105,0.304509877,0.332,0.608648649,0.402298851,0.605,0.251,0.352,4/27/2004,17.00.00,0
0.286,0.645588235,0.317073171,0.278,0.556007227,0.116,0.285501305,0.374,0.647927928,0.457788347,0.549,0.313,0.378,4/27/2004,18.00.00,0
0.328,0.680392157,0.384356602,0.339,0.605691057,0.12,0.26164741,0.385,0.704504505,0.521204915,0.531,0.34,0.391,4/27/2004,19.00.00,1
0.303,0.634803922,0.466778806,0.297,0.571815718,0.122,0.266865449,0.403,0.666306306,0.538644471,0.482,0.389,0.392,4/27/2004,20.00.00,1
0.21,0.565196078,0.234650967,0.196,0.481481481,0.091,0.302273574,0.359,0.594954955,0.473246136,0.446,0.426,0.389,4/27/2004,21.00.00,0
0.151,0.528431373,0.115222876,0.138,0.420957543,0.067,0.337308982,0.294,0.544504505,0.376932224,0.424,0.458,0.393,4/27/2004,22.00.00,0
0.168,0.555392157,0.170731707,0.171,0.457091238,0.075,0.300409989,0.318,0.579459459,0.417756639,0.401,0.49,0.396,4/27/2004,23.00.00,0
0.109,0.517156863,0.084945332,0.126,0.406052394,0.049,0.327991055,0.244,0.541981982,0.388426476,0.39,0.522,0.408,4/28/2004,00.00.00,0
0.084,0.467156863,0.072329689,0.069,0.33197832,0.037,0.372344391,0.218,0.503063063,0.355925486,0.406,0.504,0.412,4/28/2004,01.00.00,0
0.05,0.437254902,0.042893188,0.044,0.288617886,0.028,0.424524786,0.188,0.48972973,0.318271899,0.37,0.565,0.418,4/28/2004,02.00.00,0
0.05,0.43872549,0.039529016,0.042,0.285456188,0,0.434960865,0,0.485405405,0.271105826,0.318,0.641,0.41,4/28/2004,03.00.00,0
0,0.421078431,0.029436501,0.035,0.271906052,0.016,0.450614983,0.118,0.476036036,0.255251685,0.33,0.634,0.419,4/28/2004,04.00.00,0
0.042,0.419607843,0.027754415,0.039,0.279584463,0.02,0.443906075,0.115,0.484684685,0.268331352,0.365,0.595,0.436,4/28/2004,05.00.00,0
0.092,0.504901961,0.079899075,0.118,0.397470641,0.051,0.33246366,0.203,0.554594595,0.394768133,0.312,0.684,0.43,4/28/2004,06.00.00,0
0.462,0.827941176,0.634146341,0.477,0.704607046,0.217,0.19716735,0.306,0.863423423,0.688069758,0.336,0.657,0.443,4/28/2004,07.00.00,1
0.353,0.728431373,0.494533221,0.345,0.610207769,0.185,0.212821469,0.294,0.761081081,0.670630202,0.361,0.618,0.446,4/28/2004,08.00.00,1
0.387,0.780392157,0.553406224,0.388,0.642728094,0.218,0.215057771,0.429,0.776576577,0.835513278,0.433,0.523,0.459,4/28/2004,09.00.00,1
0.286,0.720098039,0.312867956,0.289,0.565492322,0.172,0.257920239,0.456,0.685765766,0.71621086,0.543,0.381,0.453,4/28/2004,10.00.00,1
0.235,0.668627451,0.324642557,0.264,0.544263776,0.133,0.269474469,0.409,0.666666667,0.620689655,0.599,0.324,0.444,4/28/2004,11.00.00,1
0.21,0.629901961,0.280067283,0.223,0.507226739,0.092,0.281401416,0.356,0.627387387,0.512485137,0.614,0.318,0.453,4/28/2004,12.00.00,0
0.202,0.642647059,0.246425568,0.246,0.528455285,0.08,0.278792397,0.318,0.643963964,0.483154974,0.63,0.303,0.452,4/28/2004,13.00.00,0
0.269,0.694117647,0.429772918,0.344,0.608852755,0.114,0.254938502,0.371,0.70954955,0.527150218,0.621,0.299,0.434,4/28/2004,14.00.00,0
0.294,0.679901961,0.470142977,0.327,0.59530262,0.133,0.261274693,0.426,0.681081081,0.514863258,0.637,0.264,0.401,4/28/2004,15.00.00,1
0.244,0.651470588,0.315391085,0.254,0.535230352,0.095,0.286246739,0.356,0.630630631,0.440348791,0.637,0.293,0.445,4/28/2004,16.00.00,0
0.303,0.733333333,0.428090833,0.311,0.583559169,0.12,0.253447633,0.426,0.676756757,0.515259612,0.612,0.338,0.482,4/28/2004,17.00.00,1
0.403,0.821568627,0.664423886,0.454,0.688798555,0.151,0.2113306,0.471,0.802162162,0.655172414,0.545,0.421,0.502,4/28/2004,18.00.00,1
0.454,0.845098039,0.686291001,0.444,0.682023487,0.15,0.209467015,0.456,0.811531532,0.680142687,0.518,0.476,0.527,4/28/2004,19.00.00,1
0.445,0.804901961,0.676198486,0.391,0.644083107,0.179,0.222512113,0.476,0.762882883,0.681728101,0.489,0.492,0.503,4/28/2004,20.00.00,1
0.227,0.621078431,0.279226241,0.206,0.491418248,0.102,0.28475587,0.379,0.627027027,0.5307174,0.444,0.528,0.48,4/28/2004,21.00.00,0
0.118,0.561764706,0.131202691,0.135,0.416892502,0.053,0.314945956,0.282,0.567567568,0.462148236,0.439,0.561,0.503,4/28/2004,22.00.00,0
0.134,0.596078431,0.120269134,0.149,0.433604336,0.059,0.293701081,0.271,0.598918919,0.497820055,0.401,0.634,0.512,4/28/2004,23.00.00,0
0.126,0.552941176,0.098402019,0.122,0.402439024,0.059,0.312336936,0.262,0.567207207,0.445897741,0.39,0.627,0.491,4/29/2004,00.00.00,0
0.084,0.510784314,0.070647603,0.082,0.348690154,0.034,0.34401789,0.179,0.538738739,0.383670234,0.377,0.671,0.505,4/29/2004,01.00.00,0
0.05,0.453921569,0.050462574,0.044,0.288617886,0.023,0.415579575,0.159,0.507747748,0.322631788,0.357,0.678,0.485,4/29/2004,02.00.00,0
0.034,0.440196078,0.06391926,0.036,0.274616079,0,0.430115542,0,0.499459459,0.294490686,0.35,0.69,0.483,4/29/2004,03.00.00,0
0,0.435784314,0.033641716,0.039,0.27868112,0.021,0.435333582,0.129,0.498018018,0.300435989,0.327,0.715,0.468,4/29/2004,04.00.00,0
0.067,0.470098039,0.053826745,0.069,0.331526649,0.051,0.386880358,0.168,0.52972973,0.341260404,0.298,0.755,0.457,4/29/2004,05.00.00,0
0.126,0.537745098,0.124474348,0.148,0.431797651,0.094,0.308237048,0.2,0.583783784,0.414982164,0.289,0.75,0.442,4/29/2004,06.00.00,0
0.412,0.820588235,0.534062237,0.468,0.698735321,0.198,0.200894521,0.279,0.866666667,0.659928656,0.332,0.691,0.459,4/29/2004,07.00.00,1
0.605,0.868137255,0.949537426,0.568,0.7633243,0.249,0.171822587,0.368,0.926846847,0.785572731,0.361,0.637,0.46,4/29/2004,08.00.00,1
0.294,0.690196078,0.399495374,0.283,0.560523939,0.169,0.241520686,0.397,0.67963964,0.67816092,0.417,0.539,0.455,4/29/2004,09.00.00,1
0.176,0.566666667,0.185029437,0.171,0.455736224,0.098,0.326127469,0.347,0.57045045,0.477209671,0.534,0.34,0.393,4/29/2004,10.00.00,0
0.126,0.510784314,0.088309504,0.141,0.425022584,0.074,0.361908312,0.268,0.537297297,0.34522394,0.57,0.282,0.357,4/29/2004,11.00.00,0
0.168,0.572058824,0.15979815,0.226,0.509485095,0.07,0.308982482,0.262,0.618378378,0.412207689,0.574,0.287,0.369,4/29/2004,12.00.00,0
0.319,0.685294118,0.433978133,0.35,0.614272809,0.139,0.244502423,0.379,0.734054054,0.570352755,0.558,0.337,0.418,4/29/2004,13.00.00,0
0.286,0.714705882,0.291000841,0.328,0.596657633,0.136,0.243756988,0.359,0.729009009,0.600871978,0.502,0.427,0.455,4/29/2004,14.00.00,0
0.37,0.761764706,0.475189235,0.363,0.622854562,0.18,0.228848304,0.406,0.775135135,0.671026556,0.487,0.496,0.504,4/29/2004,15.00.00,1
0.328,0.732843137,0.406223717,0.333,0.601174345,0.166,0.229221021,0.4,0.745585586,0.64803805,0.48,0.501,0.501,4/29/2004,16.00.00,1
0.412,0.764705882,0.547518923,0.389,0.643179765,0.167,0.215803205,0.421,0.784144144,0.669044788,0.466,0.511,0.494,4/29/2004,17.00.00,1
0.454,0.815686275,0.552565181,0.449,0.686088528,0.183,0.206112561,0.426,0.833153153,0.721363456,0.453,0.548,0.509,4/29/2004,18.00.00,1
0.546,0.863235294,0.698065601,0.512,0.727190605,0.224,0.187103988,0.429,0.896576577,0.795085216,0.453,0.573,0.534,4/29/2004,19.00.00,1
0.361,0.747058824,0.365853659,0.301,0.575880759,0.166,0.226612001,0.359,0.737297297,0.689655172,0.417,0.649,0.548,4/29/2004,20.00.00,0
0.244,0.685294118,0.175777965,0.256,0.537037037,0.122,0.240775252,0.329,0.695855856,0.625049544,0.408,0.663,0.545,4/29/2004,21.00.00,0
